person_id,full_name,age,gender,district,socioeconomic_band,education,occupation
P01486,Karthik Shetty,33,M,Belagavi,Mid,Primary,Mechanic
P01487,Arun Achar,25,M,BLR South,Low,Postgraduate,Mechanic
P01488,Nandini Hegde,63,M,Yelahanka,Mid,Secondary,Shop owner
P01489,Rajesh Prasad,27,M,Hubballi,Lower-mid,Secondary,Mechanic
P01490,Kavya Khan,33,M,BLR South,Lower-mid,Postgraduate,Student
P01491,Roopa Shetty,43,F,Mangaluru,High,Secondary,Clerk
P01492,Kiran Kumar,47,F,BTM,Lower-mid,Primary,Shop owner
P01493,Santosh Kulkarni,51,M,Whitefield,Lower-mid,None,Clerk
P01494,Suresh Sharma,18,M,Mangaluru,Low,Diploma,Clerk
P01495,Suresh Khan,38,M,BLR South,Low,Primary,Student
P01496,Santosh Prasad,58,F,Mysuru,Low,None,Clerk
P01497,Vijay Raju,28,M,Jayanagar,Low,None,IT worker
P01498,Harish Patil,67,M,Yelahanka,Lower-mid,None,Clerk
P01499,Divya Kulkarni,35,M,Yelahanka,Mid,Secondary,Unknown
P01500,Lakshmi Achar,65,M,BTM,Lower-mid,Primary,Clerk
P01501,Divya Gowda,35,M,Hubballi,Lower-mid,Primary,Mechanic
P01502,Sneha Shetty,24,M,Belagavi,Lower-mid,Postgraduate,Student
P01503,Meena Naidu,43,M,Yelahanka,Lower-mid,Graduate,Unemployed
P01504,Prakash Gowda,64,M,Whitefield,Mid,Graduate,Shop owner
P01505,Nandini Nayak,55,M,Mangaluru,Upper-mid,None,Mechanic
P01506,Lakshmi Iyer,58,M,Mysuru,Lower-mid,None,Daily wage
P01507,Deepa Murthy,69,F,Jayanagar,Lower-mid,None,Clerk
P01508,Sandeep Das,60,M,BLR South,Low,Graduate,Shop owner
P01509,Deepa Setty,29,M,Mysuru,Mid,Diploma,Driver
P01510,Arun Achar,56,F,Whitefield,Mid,Postgraduate,Unemployed
P01511,Sahana Kulkarni,60,M,Jayanagar,Low,Graduate,Daily wage
P01512,Bhavani Shetty,31,M,Electronic City,Low,Graduate,IT worker
P01513,Asha Reddy,23,M,Electronic City,High,Primary,Shop owner
P01514,Mohan Kulkarni,59,M,Hubballi,Mid,Diploma,Driver
P01515,Ravi Rao,25,F,Hubballi,Low,Graduate,Shop owner
P01516,Rahul Das,46,M,Hubballi,Low,Graduate,IT worker
P01517,Nandini Achar,33,M,Belagavi,Mid,Diploma,Mechanic
P01518,Sneha Nayak,17,M,Jayanagar,Lower-mid,None,Unknown
P01519,Divya Reddy,57,M,Hubballi,Mid,None,Student
P01520,Lakshmi Sharma,62,M,BLR South,High,Secondary,Shop owner
P01521,Yusuf Hegde,38,F,Mysuru,Lower-mid,None,Driver
P01522,Vijay Naidu,57,M,KR Puram,Lower-mid,Primary,Clerk
P01523,Divya Iyer,20,F,Hubballi,Lower-mid,Diploma,Unknown
P01524,Priya Joshi,61,F,Hubballi,Lower-mid,Primary,Student
P01525,Kavya Joshi,38,M,Yelahanka,Low,None,Driver
P01526,Arun Shetty,58,M,Hubballi,Lower-mid,Primary,Vendor
P01527,Anita Rao,62,F,Yelahanka,Upper-mid,None,Unknown
P01528,Mohan Shetty,18,F,Jayanagar,Lower-mid,Secondary,Unknown
P01529,Ravi Rao,36,M,Electronic City,Lower-mid,Postgraduate,Unknown
P01530,Jyothi Hegde,28,M,Electronic City,Mid,Primary,Vendor
P01531,Naveen Khan,68,M,Rajajinagar,Low,None,Daily wage
P01532,Shilpa Reddy,67,M,BLR South,Lower-mid,Diploma,Unknown
P01533,Ramesh Gowda,37,M,Belagavi,High,Postgraduate,Shop owner
P01534,Sahana Hegde,69,M,Electronic City,Lower-mid,Secondary,Unknown
P01535,Jyothi Nayak,67,M,Yelahanka,Mid,None,Unknown
P01536,Faisal Nayak,66,M,Jayanagar,Low,Primary,Unemployed
P01537,Mahesh Gupta,37,M,Whitefield,Upper-mid,Secondary,Mechanic
P01538,Harish Gowda,26,F,Jayanagar,Lower-mid,Primary,Shop owner
P01539,Roopa Prasad,35,M,BLR South,Lower-mid,None,Unknown
P01540,Karthik Murthy,57,M,KR Puram,Lower-mid,Primary,Student
P01541,Deepa Nayak,29,M,Belagavi,Lower-mid,Postgraduate,Unemployed
P01542,Geetha Das,20,F,Mangaluru,Upper-mid,Postgraduate,Unemployed
P01543,Harish Gowda,42,M,Mangaluru,Upper-mid,Graduate,IT worker
P01544,Lakshmi Murthy,62,M,BLR South,Lower-mid,Primary,Student
P01545,Sneha Das,35,F,Rajajinagar,Low,None,Unemployed
P01546,Rahul Gupta,54,F,Hubballi,Mid,None,Shop owner
P01547,Karthik Reddy,40,M,Belagavi,Low,Postgraduate,Mechanic
P01548,Jyothi Nayak,23,M,Mangaluru,High,Secondary,Student
P01549,Rahul Pai,43,F,Rajajinagar,Low,Graduate,Unemployed
P01550,Arun Khan,63,M,Mysuru,Lower-mid,None,Vendor
P01551,Deepa Gowda,19,M,BTM,Low,Secondary,Student
P01552,Mahesh Desai,31,F,BTM,Mid,Diploma,Daily wage
P01553,Manjunath Gowda,32,F,Rajajinagar,Lower-mid,Postgraduate,Student
P01554,Arun Sharma,61,M,KR Puram,Mid,Secondary,Vendor
P01555,Bhavani Murthy,36,M,Mysuru,Low,Secondary,Mechanic
P01556,Roopa Das,33,M,BTM,Upper-mid,Graduate,Vendor
P01557,Divya Raju,51,M,KR Puram,Mid,Primary,Unemployed
P01558,Geetha Setty,44,M,Electronic City,High,None,IT worker
P01559,Imran Murthy,33,M,Whitefield,Upper-mid,None,Unemployed
P01560,Reshma Kulkarni,40,M,Yelahanka,Lower-mid,None,Vendor
P01561,Shilpa Iyer,27,M,Mysuru,Low,Secondary,Unemployed
P01562,Ramesh Naidu,17,F,KR Puram,Upper-mid,Secondary,Unknown
P01563,Shilpa Kumar,37,M,Mangaluru,Lower-mid,Diploma,Unemployed
P01564,Anita Gupta,40,F,Hubballi,Low,Graduate,IT worker
P01565,Sneha Joshi,62,M,Mysuru,Low,Diploma,IT worker
P01566,Geetha Nayak,16,M,Hubballi,High,None,Vendor
P01567,Ramesh Bhat,37,M,BLR South,Mid,Secondary,Clerk
P01568,Mohan Desai,67,M,BLR South,Low,Graduate,Student
P01569,Mohan Rao,44,M,Electronic City,Low,None,Student
P01570,Karthik Desai,70,M,Yelahanka,Low,None,Clerk
P01571,Roopa Gupta,36,F,Electronic City,Low,Secondary,Clerk
P01572,Sahana Nayak,30,M,BTM,Upper-mid,Postgraduate,Unemployed
P01573,Arun Shetty,57,M,Hubballi,Lower-mid,Diploma,Unknown
P01574,Ganesh Reddy,51,M,BLR South,High,Secondary,Clerk
P01575,Ravi Achar,70,F,KR Puram,Lower-mid,None,Unknown
P01576,Geetha Naidu,22,M,Electronic City,Low,None,Vendor
P01577,Shilpa Pai,52,M,Hubballi,Lower-mid,Postgraduate,Mechanic
P01578,Santosh Nayak,17,M,KR Puram,Lower-mid,Diploma,Student
P01579,Karthik Bhat,55,M,KR Puram,Low,Primary,Unknown
P01580,Ravi Shetty,54,M,KR Puram,Lower-mid,Postgraduate,Shop owner
P01581,Kavya Setty,38,F,Yelahanka,Upper-mid,None,Driver
P01582,Vinay Desai,21,F,Rajajinagar,Lower-mid,Graduate,Shop owner
P01583,Prakash Gupta,62,M,Mysuru,Mid,Graduate,IT worker
P01584,Bhavani Prasad,44,M,Rajajinagar,Upper-mid,Secondary,Vendor
P01585,Pooja Patil,67,M,KR Puram,Low,Secondary,Daily wage
P01586,Geetha Sharma,62,F,Yelahanka,Lower-mid,Secondary,Shop owner
P01587,Yusuf Gowda,39,M,Mangaluru,Low,Diploma,Vendor
P01588,Sandeep Nayak,50,M,Yelahanka,Mid,Postgraduate,Driver
P01589,Mahesh Murthy,66,M,KR Puram,Low,Diploma,Mechanic
P01590,Yusuf Nayak,52,M,Rajajinagar,Upper-mid,Diploma,Unemployed
P01591,Naveen Shetty,42,M,Mysuru,Mid,Diploma,Daily wage
P01592,Lakshmi Reddy,69,M,Belagavi,Low,None,Driver
P01593,Yusuf Prasad,40,F,KR Puram,Low,Postgraduate,Shop owner
P01594,Geetha Setty,34,M,KR Puram,Mid,Graduate,Daily wage
P01595,Imran Gowda,63,F,Electronic City,Upper-mid,Postgraduate,IT worker
P01596,Sneha Bhat,64,M,BTM,Mid,Postgraduate,Unknown
P01597,Yusuf Gowda,25,F,Mangaluru,Mid,Postgraduate,IT worker
P01598,Vinay Pai,44,M,Belagavi,Mid,None,Vendor
P01599,Divya Das,37,M,Mysuru,Upper-mid,Graduate,Shop owner
P01600,Sneha Bhat,36,M,BTM,High,None,Vendor
P01601,Sneha Prasad,33,M,Mangaluru,Lower-mid,Secondary,Clerk
P01602,Naveen Shetty,34,M,Electronic City,Low,Primary,Clerk
P01603,Mohan Kulkarni,64,M,Rajajinagar,Mid,Primary,Daily wage
P01604,Shilpa Gupta,69,M,BTM,Low,None,Shop owner
P01605,Ramesh Hegde,16,M,BLR South,Lower-mid,Secondary,Unknown
P01606,Sneha Raju,44,M,Electronic City,Low,None,Daily wage
P01607,Rajesh Khan,47,M,BTM,High,Postgraduate,Daily wage
P01608,Harish Gowda,63,F,Belagavi,Low,Primary,Shop owner
P01609,Pooja Murthy,45,M,Mysuru,Mid,None,Student
P01610,Imran Khan,22,F,Mysuru,Lower-mid,Graduate,Unemployed
P01611,Suresh Patil,24,M,Rajajinagar,Mid,Secondary,IT worker
P01612,Vijay Das,68,M,Electronic City,Low,Primary,Daily wage
P01613,Bhavani Raju,63,M,Yelahanka,Low,Graduate,Unknown
P01614,Shilpa Setty,27,M,Belagavi,Low,Diploma,Unknown
P01615,Geetha Desai,38,M,Hubballi,High,Secondary,Vendor
P01616,Santosh Achar,47,M,Hubballi,Lower-mid,Secondary,Shop owner
P01617,Karthik Bhat,22,M,Whitefield,Lower-mid,Diploma,Student
P01618,Geetha Achar,43,M,Electronic City,High,Postgraduate,Daily wage
P01619,Harish Setty,41,M,Electronic City,Upper-mid,Diploma,Unknown
P01620,Prakash Achar,31,M,Whitefield,Lower-mid,Diploma,Unemployed
P01621,Jyothi Pai,32,M,Yelahanka,Lower-mid,Diploma,Mechanic
P01622,Asha Murthy,19,M,Belagavi,Low,Postgraduate,Unemployed
P01623,Divya Sharma,42,M,BTM,Lower-mid,Postgraduate,Daily wage
P01624,Roopa Kulkarni,37,M,Mysuru,Low,Postgraduate,Unemployed
P01625,Vinay Gowda,65,M,KR Puram,Mid,Graduate,Daily wage
P01626,Deepa Prasad,29,M,Rajajinagar,High,Graduate,Mechanic
P01627,Arun Bhat,67,M,KR Puram,Lower-mid,Primary,Shop owner
P01628,Geetha Kumar,18,F,Mysuru,Low,Diploma,IT worker
P01629,Imran Rao,34,M,Rajajinagar,Mid,Postgraduate,Vendor
P01630,Imran Murthy,63,M,Yelahanka,Mid,Primary,Clerk
P01631,Faisal Gowda,20,M,Belagavi,Mid,Diploma,Unemployed
P01632,Suresh Raju,69,M,BTM,Low,Graduate,Mechanic
P01633,Rahul Kulkarni,70,M,KR Puram,Lower-mid,Postgraduate,Unemployed
P01634,Divya Murthy,45,M,Whitefield,High,Graduate,IT worker
P01635,Vinay Bhat,43,M,Yelahanka,Lower-mid,Diploma,Clerk
P01636,Ramesh Prasad,31,M,Electronic City,Mid,Secondary,Shop owner
P01637,Anita Sharma,30,M,BLR South,Lower-mid,Primary,IT worker
P01638,Nandini Das,52,M,Whitefield,Lower-mid,Postgraduate,Daily wage
P01639,Anita Gupta,26,M,Electronic City,Mid,None,Driver
P01640,Asha Kulkarni,69,M,Belagavi,Upper-mid,Primary,Unemployed
P01641,Sahana Murthy,42,M,KR Puram,Upper-mid,None,Student
P01642,Sandeep Kulkarni,42,F,Whitefield,Mid,Graduate,IT worker
P01643,Ramesh Das,36,F,Rajajinagar,Lower-mid,Postgraduate,IT worker
P01644,Yusuf Gupta,70,M,Belagavi,Low,None,Mechanic
P01645,Manjunath Iyer,24,M,BTM,Lower-mid,None,Driver
P01646,Rahul Sharma,23,M,Yelahanka,Lower-mid,Postgraduate,Shop owner
P01647,Sahana Nayak,63,F,Yelahanka,Lower-mid,Secondary,Daily wage
P01648,Sneha Bhat,62,F,Hubballi,Low,Secondary,Unknown
P01649,Nandini Joshi,57,M,Whitefield,Lower-mid,Primary,Unknown
P01650,Nandini Prasad,54,M,Electronic City,Low,Secondary,Driver
P01651,Naveen Prasad,61,F,BLR South,Lower-mid,Primary,Driver
P01652,Karthik Gowda,16,M,Rajajinagar,Low,None,Shop owner
P01653,Meena Pai,22,M,Electronic City,Mid,None,Student
P01654,Jyothi Patil,38,M,Rajajinagar,Low,Diploma,Unknown
P01655,Divya Naidu,55,M,Whitefield,Lower-mid,Postgraduate,Vendor
P01656,Manjunath Joshi,25,M,Rajajinagar,Low,Secondary,Unknown
P01657,Anita Nayak,67,M,Hubballi,Mid,Secondary,Unknown
P01658,Kavya Kulkarni,33,F,Belagavi,Upper-mid,Postgraduate,IT worker
P01659,Shilpa Rao,16,F,Rajajinagar,Low,Graduate,Driver
P01660,Vijay Rao,46,F,KR Puram,Low,None,Driver
P01661,Yusuf Sharma,43,M,KR Puram,Lower-mid,None,Vendor
P01662,Jyothi Iyer,40,M,Belagavi,Lower-mid,Secondary,Shop owner
P01663,Ganesh Prasad,21,F,Rajajinagar,High,Postgraduate,Clerk
P01664,Vijay Khan,51,M,Belagavi,Mid,Postgraduate,Daily wage
P01665,Jyothi Khan,57,M,BLR South,Upper-mid,Diploma,Student
P01666,Sneha Hegde,55,M,Rajajinagar,Lower-mid,Primary,Unemployed
P01667,Rahul Sharma,39,M,BLR South,Mid,Secondary,Daily wage
P01668,Nandini Murthy,48,F,Mangaluru,Low,Postgraduate,Clerk
P01669,Karthik Iyer,18,F,Belagavi,Low,Postgraduate,Unemployed
P01670,Sandeep Kumar,61,F,Mangaluru,Mid,Diploma,Driver
P01671,Karthik Raju,57,M,Jayanagar,Low,None,Unknown
P01672,Vijay Setty,63,M,BTM,Low,None,Unemployed
P01673,Rajesh Desai,61,M,Jayanagar,Upper-mid,Secondary,Vendor
P01674,Roopa Raju,17,M,Hubballi,Upper-mid,Secondary,Driver
P01675,Kavya Raju,39,M,Hubballi,Lower-mid,Postgraduate,Unemployed
P01676,Manjunath Hegde,68,M,BTM,Mid,None,Driver
P01677,Rajesh Reddy,33,M,Belagavi,Lower-mid,Primary,Unemployed
P01678,Divya Murthy,51,M,KR Puram,Lower-mid,Postgraduate,Daily wage
P01679,Sandeep Sharma,21,M,Jayanagar,Low,None,Driver
P01680,Ganesh Joshi,56,F,BTM,Mid,Primary,Student
P01681,Meena Gowda,62,F,Whitefield,Upper-mid,Postgraduate,Vendor
P01682,Lakshmi Bhat,19,M,Whitefield,Low,Primary,Unknown
P01683,Ganesh Khan,30,F,Whitefield,Upper-mid,Primary,Clerk
P01684,Mohan Setty,44,M,Electronic City,Lower-mid,Secondary,Student
P01685,Bhavani Sharma,69,M,BTM,Low,Graduate,Mechanic
P01686,Vijay Gupta,52,M,Belagavi,Lower-mid,Postgraduate,Clerk
P01687,Shilpa Pai,60,F,Mysuru,Upper-mid,Secondary,Daily wage
P01688,Yusuf Hegde,32,M,Whitefield,Low,None,Shop owner
P01689,Priya Das,24,M,KR Puram,Lower-mid,Diploma,Unknown
P01690,Imran Pai,60,M,KR Puram,Upper-mid,None,Driver
P01691,Prakash Das,37,M,Jayanagar,Low,Secondary,Clerk
P01692,Naveen Sharma,50,M,BLR South,Lower-mid,Graduate,IT worker
P01693,Kavya Joshi,60,M,Yelahanka,Lower-mid,Primary,Clerk
P01694,Nandini Kulkarni,37,M,Yelahanka,Lower-mid,Primary,Shop owner
P01695,Anita Khan,43,M,Mangaluru,Lower-mid,None,Driver
P01696,Yusuf Rao,35,F,Belagavi,High,Primary,Unknown
P01697,Lakshmi Nayak,58,M,BLR South,High,Secondary,Driver
P01698,Harish Sharma,41,M,BLR South,Mid,Primary,Driver
P01699,Divya Bhat,21,M,Rajajinagar,Lower-mid,Postgraduate,Vendor
P01700,Vijay Achar,51,F,KR Puram,Low,Primary,Student
P01701,Anita Das,51,M,Belagavi,Low,Diploma,Mechanic
P01702,Meena Setty,31,M,Jayanagar,Lower-mid,Secondary,Driver
P01703,Asha Pai,34,F,Belagavi,Upper-mid,Graduate,Mechanic
P01704,Ramesh Gowda,38,M,Belagavi,High,None,Vendor
P01705,Mahesh Rao,65,M,KR Puram,Lower-mid,None,Unknown
P01706,Mahesh Iyer,20,M,BTM,Lower-mid,None,Vendor
P01707,Divya Khan,21,M,Hubballi,Low,Primary,Clerk
P01708,Divya Iyer,59,F,BLR South,Low,Diploma,Driver
P01709,Naveen Iyer,59,M,Jayanagar,Lower-mid,None,Student
P01710,Anita Desai,41,F,BLR South,Low,Primary,Unknown
P01711,Yusuf Iyer,59,M,Electronic City,Mid,Postgraduate,Mechanic
P01712,Sneha Reddy,35,M,Belagavi,Mid,Graduate,IT worker
P01713,Yusuf Naidu,65,M,KR Puram,Upper-mid,Secondary,Daily wage
P01714,Priya Khan,50,M,Hubballi,Low,None,Student
P01715,Kavya Murthy,28,M,Mangaluru,Mid,Diploma,Mechanic
P01716,Deepa Sharma,34,M,Electronic City,Lower-mid,None,Unknown
P01717,Nandini Murthy,43,M,Whitefield,Mid,None,Shop owner
P01718,Reshma Rao,34,M,BLR South,Lower-mid,Secondary,Unemployed
P01719,Mahesh Shetty,38,M,Mysuru,Mid,Primary,Driver
P01720,Faisal Gupta,22,M,BTM,Mid,Diploma,Clerk
P01721,Harish Sharma,60,M,Belagavi,Upper-mid,Graduate,IT worker
P01722,Imran Gowda,36,M,BTM,Mid,Postgraduate,Daily wage
P01723,Vinay Prasad,62,M,Hubballi,Mid,Diploma,Mechanic
P01724,Ravi Rao,63,M,Hubballi,Mid,None,Mechanic
P01725,Kiran Hegde,52,M,Whitefield,Mid,Graduate,Vendor
P01726,Deepa Naidu,52,M,Yelahanka,Low,Postgraduate,Driver
P01727,Reshma Prasad,58,M,Yelahanka,Upper-mid,Postgraduate,Clerk
P01728,Reshma Kumar,42,M,Yelahanka,Mid,Secondary,Clerk
P01729,Meena Kulkarni,66,F,KR Puram,Low,Primary,Unemployed
P01730,Ganesh Patil,20,M,Belagavi,Mid,Diploma,Unknown
P01731,Prakash Desai,54,M,Yelahanka,Lower-mid,Graduate,Unemployed
P01732,Pooja Pai,36,M,Electronic City,Low,Postgraduate,IT worker
P01733,Shilpa Gupta,60,M,Yelahanka,Low,None,Unknown
P01734,Faisal Desai,47,M,KR Puram,Low,Postgraduate,Shop owner
P01735,Nandini Bhat,34,M,Electronic City,Mid,None,Driver
P01736,Roopa Joshi,26,M,Mangaluru,Lower-mid,None,Clerk
P01737,Jyothi Raju,47,F,Yelahanka,Upper-mid,Primary,Mechanic
P01738,Mahesh Shetty,22,M,Rajajinagar,High,Graduate,Clerk
P01739,Priya Rao,65,M,Belagavi,High,Graduate,Mechanic
P01740,Harish Hegde,42,F,Whitefield,Lower-mid,Secondary,Daily wage
P01741,Ganesh Prasad,50,M,Rajajinagar,Upper-mid,Diploma,IT worker
P01742,Santosh Sharma,26,F,BTM,Lower-mid,None,Shop owner
P01743,Pooja Sharma,57,M,Jayanagar,Lower-mid,Postgraduate,Mechanic
P01744,Prakash Khan,28,M,Mangaluru,Low,Graduate,Unknown
P01745,Yusuf Gowda,54,M,Yelahanka,High,Secondary,Unknown
P01746,Geetha Rao,52,M,Hubballi,Low,Secondary,Unemployed
P01747,Mahesh Desai,40,M,Rajajinagar,Upper-mid,Primary,IT worker
P01748,Nandini Raju,31,M,Belagavi,Upper-mid,Secondary,Driver
P01749,Santosh Gowda,17,M,Electronic City,Lower-mid,Postgraduate,Unknown
P01750,Rajesh Patil,66,M,Electronic City,Lower-mid,None,Unknown
P01751,Pooja Rao,31,M,Jayanagar,Low,None,Mechanic
P01752,Bhavani Das,40,M,Yelahanka,High,Postgraduate,Shop owner
P01753,Kiran Setty,65,M,Mysuru,Mid,Diploma,IT worker
P01754,Deepa Bhat,67,M,Belagavi,Mid,Secondary,Mechanic
P01755,Yusuf Desai,57,M,Jayanagar,Low,Secondary,Unknown
P01756,Kiran Raju,26,M,Hubballi,Lower-mid,Primary,IT worker
P01757,Shilpa Murthy,22,M,Belagavi,Low,Postgraduate,IT worker
P01758,Geetha Murthy,37,M,Electronic City,Lower-mid,Diploma,Clerk
P01759,Sandeep Murthy,54,M,BTM,Low,Secondary,Unemployed
P01760,Arun Naidu,52,M,Whitefield,Lower-mid,Postgraduate,Driver
P01761,Sandeep Desai,35,M,Electronic City,Mid,Primary,Driver
P01762,Vijay Kulkarni,34,F,Whitefield,Mid,None,Vendor
P01763,Kavya Bhat,25,M,Whitefield,Lower-mid,Graduate,Shop owner
P01764,Asha Das,55,F,KR Puram,Mid,Graduate,Shop owner
P01765,Ganesh Prasad,39,M,Electronic City,Mid,Graduate,IT worker
P01766,Priya Das,40,M,Jayanagar,Lower-mid,Secondary,Vendor
P01767,Arun Nayak,33,M,Belagavi,Mid,Postgraduate,Vendor
P01768,Harish Das,45,M,Hubballi,Upper-mid,Postgraduate,Shop owner
P01769,Arun Raju,28,M,BLR South,Lower-mid,None,Student
P01770,Yusuf Gowda,33,M,Mysuru,Upper-mid,Graduate,Daily wage
P01771,Deepa Sharma,52,M,Rajajinagar,Low,Postgraduate,Driver
P01772,Geetha Patil,60,M,BTM,Low,Graduate,Clerk
P01773,Jyothi Murthy,21,M,Belagavi,Upper-mid,None,Driver
P01774,Bhavani Bhat,19,M,Rajajinagar,Mid,Graduate,IT worker
P01775,Meena Shetty,50,F,BLR South,Lower-mid,Postgraduate,Daily wage
P01776,Rahul Das,23,M,Electronic City,Low,Graduate,Unknown
P01777,Shilpa Kulkarni,47,M,BLR South,Mid,None,IT worker
P01778,Rahul Joshi,67,M,Electronic City,High,Secondary,Mechanic
P01779,Mahesh Murthy,47,M,KR Puram,Lower-mid,Graduate,Clerk
P01780,Divya Murthy,50,M,Whitefield,Mid,Graduate,Clerk
P01781,Rajesh Shetty,64,F,Electronic City,Low,Graduate,IT worker
P01782,Sahana Rao,27,M,Yelahanka,Mid,None,IT worker
P01783,Pooja Desai,59,M,BTM,Low,None,Vendor
P01784,Shilpa Bhat,48,M,Mysuru,Lower-mid,Postgraduate,Clerk
P01785,Roopa Hegde,52,M,KR Puram,Low,Diploma,Driver
P01786,Naveen Kulkarni,58,M,Mysuru,High,Postgraduate,Unknown
P01787,Prakash Raju,33,M,Whitefield,Lower-mid,Secondary,Student
P01788,Vijay Bhat,37,M,Belagavi,Lower-mid,Secondary,Mechanic
P01789,Sandeep Iyer,64,M,Yelahanka,Low,Diploma,Student
P01790,Lakshmi Sharma,65,M,Belagavi,Low,Postgraduate,Clerk
P01791,Santosh Naidu,17,M,Yelahanka,Lower-mid,Graduate,Vendor
P01792,Shilpa Kulkarni,48,M,Whitefield,Low,Primary,Driver
P01793,Ganesh Raju,46,F,Mangaluru,Lower-mid,None,Mechanic
P01794,Sahana Patil,33,F,Mangaluru,Lower-mid,None,Unemployed
P01795,Pooja Murthy,50,M,Whitefield,Low,Primary,Daily wage
P01796,Ganesh Raju,42,F,BTM,Mid,Graduate,Vendor
P01797,Jyothi Gowda,44,M,Mangaluru,Lower-mid,Postgraduate,Clerk
P01798,Jyothi Prasad,68,M,BLR South,Low,None,Student
P01799,Nandini Sharma,63,F,BTM,Lower-mid,Primary,IT worker
P01800,Nandini Pai,28,M,Belagavi,Low,Graduate,Unemployed
P01801,Lakshmi Shetty,57,M,Yelahanka,Upper-mid,None,Shop owner
P01802,Deepa Prasad,39,M,Yelahanka,High,Graduate,Student
P01803,Ramesh Das,34,M,Hubballi,Low,None,Unknown
P01804,Faisal Gupta,65,M,BTM,Mid,None,Unknown
P01805,Meena Kulkarni,57,F,Jayanagar,Mid,Diploma,Clerk
P01806,Meena Sharma,63,M,KR Puram,Low,Postgraduate,Unknown
P01807,Pooja Sharma,49,F,Belagavi,Upper-mid,Diploma,Unemployed
P01808,Asha Joshi,34,M,Yelahanka,Low,Primary,Student
P01809,Sneha Nayak,32,F,Mangaluru,Mid,Secondary,Shop owner
P01810,Meena Desai,58,M,Mangaluru,Upper-mid,Postgraduate,Unknown
P01811,Vijay Hegde,65,M,Whitefield,Low,None,Shop owner
P01812,Mahesh Reddy,65,M,KR Puram,High,Secondary,Student
P01813,Arun Achar,29,M,BTM,Lower-mid,Secondary,Vendor
P01814,Shilpa Naidu,17,M,Electronic City,Low,Diploma,Unemployed
P01815,Rajesh Raju,70,M,Yelahanka,Low,Diploma,Mechanic
P01816,Rahul Hegde,65,M,Jayanagar,Low,Primary,Shop owner
P01817,Kavya Raju,49,M,Rajajinagar,Low,Diploma,Unknown
P01818,Harish Raju,36,M,Rajajinagar,High,Graduate,Student
P01819,Karthik Murthy,48,M,Electronic City,Low,Diploma,Mechanic
P01820,Asha Shetty,38,M,Whitefield,Upper-mid,Diploma,Clerk
P01821,Arun Setty,21,M,Yelahanka,Upper-mid,None,Clerk
P01822,Ganesh Reddy,25,F,BTM,Lower-mid,Primary,Shop owner
P01823,Vijay Nayak,60,M,BLR South,Low,Primary,Clerk
P01824,Nandini Kulkarni,42,F,Yelahanka,Low,Graduate,Driver
P01825,Priya Naidu,23,F,BLR South,Lower-mid,Secondary,Mechanic
P01826,Nandini Murthy,55,M,BLR South,Lower-mid,Diploma,Unemployed
P01827,Vijay Khan,18,M,Mangaluru,Mid,Primary,Driver
P01828,Anita Kumar,38,F,Jayanagar,Lower-mid,None,Daily wage
P01829,Karthik Sharma,42,F,Mysuru,Lower-mid,Graduate,Unemployed
P01830,Divya Das,46,F,Whitefield,Low,Postgraduate,Shop owner
P01831,Nandini Kulkarni,58,M,Electronic City,Lower-mid,Graduate,Vendor
P01832,Lakshmi Patil,48,M,BTM,Low,None,Daily wage
P01833,Asha Bhat,55,M,Rajajinagar,Low,Postgraduate,Clerk
P01834,Pooja Setty,45,M,Mysuru,Lower-mid,Secondary,Driver
P01835,Ganesh Khan,39,M,Mangaluru,Mid,None,Mechanic
P01836,Deepa Hegde,27,M,Hubballi,Low,Primary,Driver
P01837,Asha Pai,16,M,Electronic City,Upper-mid,Primary,Unknown
P01838,Asha Sharma,29,M,Whitefield,Lower-mid,None,Clerk
P01839,Yusuf Pai,37,F,BTM,Low,Diploma,Shop owner
P01840,Meena Achar,22,M,KR Puram,Mid,Secondary,Daily wage
P01841,Nandini Khan,57,M,Mysuru,Low,Primary,IT worker
P01842,Kiran Shetty,51,M,BTM,Upper-mid,Secondary,IT worker
P01843,Sneha Gupta,21,F,Mysuru,Low,Graduate,Vendor
P01844,Vijay Achar,30,M,Rajajinagar,Mid,Secondary,Shop owner
P01845,Mahesh Nayak,52,F,Mysuru,Low,Graduate,Student
P01846,Ramesh Patil,60,F,Mysuru,Low,Primary,Daily wage
P01847,Naveen Desai,56,F,Rajajinagar,Upper-mid,Postgraduate,Driver
P01848,Ramesh Kulkarni,43,F,Whitefield,Low,Diploma,Clerk
P01849,Vinay Prasad,42,F,Electronic City,Lower-mid,Postgraduate,Clerk
P01850,Suresh Gowda,32,M,Hubballi,Lower-mid,Postgraduate,Unknown
P01851,Mahesh Gowda,19,M,BTM,Low,Primary,Vendor
P01852,Asha Rao,57,M,Mangaluru,Low,Secondary,Daily wage
P01853,Arun Murthy,24,F,Jayanagar,Mid,Graduate,Driver
P01854,Shilpa Sharma,25,M,KR Puram,Low,None,Shop owner
P01855,Divya Prasad,22,M,Mangaluru,Lower-mid,Postgraduate,IT worker
P01856,Divya Shetty,50,M,Electronic City,Low,Postgraduate,Student
P01857,Reshma Reddy,40,F,Whitefield,Low,Diploma,Mechanic
P01858,Kavya Rao,61,M,Electronic City,Mid,Primary,Shop owner
